datetime,symbol,mom_factor,position
2015-09-21,601318,0.0191947565543071,0.5
2015-09-21,1,-0.1025974025974025,0.0
2015-09-22,601318,0.0871046228710461,0.5
2015-09-22,600519,0.0694123091161498,0.5
2015-09-22,1,-0.0476190476190475,0.0
2015-09-23,601318,0.1703623580313684,0.5
2015-09-23,600519,0.1478361893697357,0.5
2015-09-23,1,0.0347957639939484,0.0
2015-09-24,601318,0.2478632478632476,0.5
2015-09-24,1,0.1324503311258278,0.5
2015-09-24,600519,0.0985630580357141,0.0
2015-09-25,601318,0.1915355398806295,0.5
2015-09-25,1,0.0647709320695102,0.5
2015-09-25,600519,0.0521168274383707,0.0
2015-09-28,601318,0.072027627035027,0.5
2015-09-28,1,-0.0246376811594203,0.5
2015-09-28,600519,-0.0288768048003,0.0
2015-09-29,601318,0.0154365653642065,0.5
2015-09-29,600519,-0.0129156010230179,0.5
2015-09-29,1,-0.041907514450867,0.0
